CdAbi,CdCab,cabSportello,cabLocalita,cabProv,ANKEY,cabFiliale
05336,64959,AG.PORCIA,PORCIA,PN,0533664959,4959
05385,04008,"FIL.BARI N.8",BARI,BA,0538504008,4008
05385,15802,AG.TARANTO,TARANTO,TA,0538515802,5802
05385,41480,"AG.GIOIA DEL COLLE","GIOIA DEL COLLE",BA,0538541480,1480
05387,00000,,NULL,NULL,00000,NULL
05387,00215,,NULL,NULL,00215,NULL
05387,02400,"SEDE DI BOLOGNA",BOLOGNA,BO,0538702400,2400
05387,02401,"AG.EMILIA LEVANTE",BOLOGNA,BO,0538702401,2401
05387,02402,"AG. VIA CAIROLI",BOLOGNA,BO,0538702402,2402
05387,02403,AG.CENTROBORGO,BOLOGNA,BO,0538702403,2403
05387,02404,"AG.VIA MARCO POLO 22",BOLOGNA,BO,0538702404,2404
05387,02405,"AG.VIA CORTICELLA",BOLOGNA,BO,0538702405,2405
05387,02406,"AG. VIA LAME",BOLOGNA,BO,0538702406,2406
05387,02407,"SPORTELLO INPS",BOLOGNA,BO,0538702407,2407
05387,02408,"AG.8 VIA B.MARCELLO",BOLOGNA,BO,0538702408,2408
05387,02409,"AG.VIA FIORAVANTI",BOLOGNA,BO,0538702409,2409
05387,02410,"AG.VIA XXI APRILE",BOLOGNA,BO,0538702410,2410
05387,02411,"AG.VIA LARGA",BOLOGNA,BO,0538702411,2411
05387,02412,"AG.VIA GUERRAZZI",BOLOGNA,BO,0538702412,2412
05387,02413,AG.MURRI,BOLOGNA,BO,0538702413,2413
05387,02414,AG.S.DONATO,BOLOGNA,BO,0538702414,2414
05387,02415,"AG.VIALE ORIANI",BOLOGNA,BO,0538702415,2415
05387,02416,"AG.P.TA S.MAMOLO",BOLOGNA,BO,0538702416,2416
05387,02417,"AG.21-VIA EMILIA PON",BOLOGNA,BO,0538702417,2417
05387,02418,"AG.P.ZZA UNITA' 13/E",BOLOGNA,BO,0538702418,2418
05387,02419,AG.MASCARELLA,BOLOGNA,BO,0538702419,2419
05387,02420,"AG.BOLOGNA N.22",BOLOGNA,BO,0538702420,2420
05387,02421,"BOLOGNA AG.N.23",BOLOGNA,BO,0538702421,2421
05387,02422,"BOLOGNA AG.24",BOLOGNA,BO,0538702422,2422
05387,02423,BOLOGNA-STALINGRADO,BOLOGNA,BO,0538702423,2423
05387,02424,"BOLOGNA AG.26",BOLOGNA,BO,0538702424,2424
05387,02441,,NULL,NULL,02441,NULL
05387,02597,SPORT.DUCATI,BOLOGNA,BO,0538702597,2597
05387,02598,"AG.VIA MASSARENTI",BOLOGNA,BO,0538702598,2598
05387,03201,"AG.ROMA A",ROMA,RM,0538703201,3201
05387,03202,"AG.ROMA SUCCURSALE B",ROMA,RM,0538703202,3202
05387,05403,AG.BAZZANO,BAZZANO,BO,0538705403,5403
05387,05404,AG.MONTEVEGLIO,VALSAMOGGIA,BO,0538705404,5404
05387,05405,"AG.CASTELLO SERRAVAL",VALSAMOGGIA,BO,0538705405,5405
05387,05406,AG.SAVIGNO,VALSAMOGGIA,BO,0538705406,5406
05387,05407,AG.CRESPELLANO,VALSAMOGGIA,BO,0538705407,5407
05387,05533,"AG.PORRETTA TERME","ALTO RENO TERME",BO,0538705533,5533
05387,06679,SPORT.AUTOSTRADA,"CASALECCHIO DI RENO",BO,0538706679,6679
05387,06778,,NULL,NULL,06778,NULL
05387,11702,"FIL.1 VERONA",VERONA,VR,0538711702,1702
05387,12600,"SEDE PIACENZA",PIACENZA,PC,0538712600,2600
05387,12601,"AG.1 PIACENZA",PIACENZA,PC,0538712601,2601
05387,12700,"SEDE DI PARMA",PARMA,PR,0538712700,2700
05387,12702,"AG.N.1 PARMA",PARMA,PR,0538712702,2702
05387,12704,"PARMA AGENZIA N.3",PARMA,PR,0538712704,2704
05387,12705,"PARMA AGENZIA N.5",PARMA,PR,0538712705,2705
05387,12706,"PARMA AG.N.6",PARMA,PR,0538712706,2706
05387,12800,"SEDE REGGIO EMILIA","REGGIO EMILIA",RE,0538712800,2800
05387,12801,"AG.N.1 REGGIO EMILIA","REGGIO EMILIA",RE,0538712801,2801
05387,12803,"REGGIO EMILIA AG.N.2","REGGIO EMILIA",RE,0538712803,2803
05387,12804,"REGGIO EMILIA AG.5","REGGIO EMILIA",RE,0538712804,2804
05387,12900,"SEDE DI MODENA",MODENA,MO,0538712900,2900
05387,12901,"AG.N.1 MODENA",MODENA,MO,0538712901,2901
05387,12902,"FIL.V.LE AMENDOLA",MODENA,MO,0538712902,2902
05387,12903,"AG. 3 MODENA",MODENA,MO,0538712903,2903
05387,12904,"AGENZIA 4",MODENA,MO,0538712904,2904
05387,12905,"AG.5 VIA GALILEI",MODENA,MO,0538712905,2905
05387,12907,"AG.9 MODENA V.BARCHE",MODENA,MO,0538712907,2907
05387,12908,"AG.N.12 MODENA S.DAM",MODENA,MO,0538712908,2908
05387,12909,"AG.14 MODENA",MODENA,MO,0538712909,2909
05387,12910,"AGENZIA 15",BOLOGNA,BO,0538712910,2910
05387,12912,"AG.6 MODENA",MODENA,MO,0538712912,2912
05387,12921,"MODENA AG.N.16",MODENA,MO,0538712921,2921
05387,12996,"AG.3 MODENA",MODENA,MO,0538712996,2996
05387,12998,"AG.NEW HOLLAND FIAT",S.MATTEO,MO,0538712998,2998
05387,13000,AG.FERRARA,FERRARA,FE,0538713000,3000
05387,13001,"FERRARA AGENZIA 2",FERRARA,FE,0538713001,3001
05387,13102,"RAVENNA AG.N.5",RAVENNA,RA,0538713102,3102
05387,13200,"AG.N.1 FORLI'",FORLI',FC,0538713200,3200
05387,13201,"AG.N.2 FORLI'",FORLI',FC,0538713201,3201
05387,13202,"SEDE DI FORLI'",FORLI',FC,0538713202,3202
05387,13203,"FIL.N.3 FORLI'",FORLI',FC,0538713203,3203
05387,21000,FIL.IMOLA,IMOLA,BO,0538721000,1000
05387,21001,"AG.1 IMOLA",IMOLA,BO,0538721001,1001
05387,23300,"AG. CARPI",CARPI,MO,0538723300,3300
05387,23301,"AG.1 CARPI",CARPI,MO,0538723301,3301
05387,23400,AG.CENTO,CENTO,FE,0538723400,3400
05387,23900,"CESENA AGENZIA N.6",CESENA,FC,0538723900,3900
05387,23901,"CESENA-CORSO SOZZI",CESENA,FC,0538723901,3901
05387,23905,"AG.N.3 CESENA",CESENA,FC,0538723905,3905
05387,23906,AG.FORLI',FORLI',FC,0538723906,3906
05387,23907,"AG.7 S.GIORGIO",CESENA,FC,0538723907,3907
05387,23908,"CESENA AGENZIA N.8",CESENA,FC,0538723908,3908
05387,24000,AG.CESENATICO,CESENATICO,FC,0538724000,4000
05387,24001,AG.CESENATICO,CESENATICO,FC,0538724001,4001
05387,24100,AG.RICCIONE,RICCIONE,RN,0538724100,4100
05387,24200,"SEDE DI RIMINI",RIMINI,RN,0538724200,4200
05387,24201,"AG.1 RIMINI",RIMINI,RN,0538724201,4201
05387,24202,"AG.1 RIMINI",RIMINI,RM,0538724202,4202
05387,24204,"AG.N.6 RIMINI",RIMINI,FC,0538724204,4204
05387,24205,FIL.RIMINI,RIMINI,FC,0538724205,4205
05387,24208,"AG.RIMINI N.9",RIMINI,RN,0538724208,4208
05387,36580,"FIL.ANZOLA EMILIA","ANZOLA EMILIA",BO,0538736580,6580
05387,36590,"FUNO DI ARGELATO","FUNO DI ARGELATO",BO,0538736590,6590
05387,36610,AG.BAZZANO,BAZZANO,BO,0538736610,6610
05387,36640,FIL.BUDRIO,BUDRIO,BO,0538736640,6640
05387,36650,FIL.CALDERARA,"CALDERARA DI RENO",BO,0538736650,6650
05387,36651,AG.BARGELLINO,"CALDERARA DI RENO",BO,0538736651,6651
05387,36670,"FIL.CASALECCHIO DI R","CASALECCHIO DI RENO",BO,0538736670,6670
05387,36671,"FIL.CASALECCHIO DI R","CASALECCHIO DI RENO",BO,0538736671,6671
05387,36672,AG.CROCE,"CASALECCHIO DI RENO",BO,0538736672,6672
05387,36730,"AG.CASTELLO SERRAV.","CASTELLO DI SERRAVAL",BO,0538736730,6730
05387,36740,"AG. CASTEL MAGGIORE","CASTEL MAGGIORE",BO,0538736740,6740
05387,36750,"CASTEL SAN PIETRO",BOLOGNA,BO,0538736750,6750
05387,36780,AG.CRESPELLANO,CRESPELLANO,BO,0538736780,6780
05387,36790,FIL.CREVALCORE,CREVALCORE,BO,0538736790,6790
05387,36850,"FIL.QUARTO INFERIORE","GRANAROLO EMILIA",BO,0538736850,6850
05387,36851,"AG.GRANAROLO E.","GRANAROLO EMILIA",BO,0538736851,6851
05387,36860,AG.LIZZANO,"LIZZANO IN BELVEDERE",BO,0538736860,6860
05387,36880,AG.ALTEDO,ALTEDO-MALALBERGO,BO,0538736880,6880
05387,36890,AG.MARZABOTTO,MARZABOTTO,BO,0538736890,6890
05387,36900,FIL.MEDICINA,MEDICINA,BO,0538736900,6900
05387,36910,AG.MINERBIO,MINERBIO,BO,0538736910,6910
05387,36920,FIL.S.P.CAPOFIUME,MOLINELLA,BO,0538736920,6920
05387,36950,AG.CALDERINO,"CALDERINO M.TE S.PIE",BO,0538736950,6950
05387,36960,AG.MONTEVEGLIO,MONTEVEGLIO,BO,0538736960,6960
05387,36990,"FIL.OZZANO EMILIA","OZZANO EMILIA",BO,0538736990,6990
05387,37000,"FIL. PIANORO",PIANORO,BO,0538737000,7000
05387,37010,"AG.PIEVE DI CENTO","PIEVE DI CENTO",BO,0538737010,7010
05387,37020,"PORRETTA TERME","PORRETTA TERME",BO,0538737020,7020
05387,37050,"AG.S.GIORGIO PIANO","S.GIORGIO DI PIANO",BO,0538737050,7050
05387,37060,"FIL.S.GIOVANNI IN P.","S.GIOVANNI IN P.",BO,0538737060,7060
05387,37061,"AG.S.GIOVANNI IN P.","S.GIOVANNI IN PERSIC",BO,0538737061,7061
05387,37070,FIL.S.LAZZARO,"SAN LAZZARO DI SAV.",BO,0538737070,7070
05387,37100,FIL.BORGONUOVO,"SASSO MARCONI",BO,0538737100,7100
05387,37101,"AG.SASSO MARCONI","SASSO MARCONI",BO,0538737101,7101
05387,37110,AG.SAVIGNO,SAVIGNO,BO,0538737110,7110
05387,37120,AG.VERGATO,VERGATO,BO,0538737120,7120
05387,37130,"FIL.ZOLA PREDOSA","ZOLA PREDOSA",BO,0538737130,7130
05387,37131,AG.RIALE,"ZOLA PREDOSA",BO,0538737131,7131
05387,65690,AG.COLLECCHIO,COLLECCHIO,PR,0538765690,5690
05387,65730,AG.FIDENZA,FIDENZA,PR,0538765730,5730
05387,65820,"AG.MONTICELLI TERME","MONTICELLI TERME",,0538765820,5820
05387,65970,DIP.TARSOGNO,TORNOLO,,0538765970,5970
05387,65980,"DIP.S.PAOLO DI TORRI",TORRILE,,0538765980,5980
05387,66130,AG.ALBINEA,ALBINEA,RE,0538766130,6130
05387,66140,"AG.BAGNOLO IN PIANO","BAGNOLO IN PIANO",RE,0538766140,6140
05387,66160,AG.BIBBIANO,BIBBIANO,RE,0538766160,6160
05387,66240,AG.VEGGIA,VEGGIA,MO,0538766240,6240
05387,66270,"AG.CASTELNUOVO DI SO","CASTELNUOVO DI SOTTO",RE,0538766270,6270
05387,66320,FIL.CORREGGIO,CORREGGIO,RE,0538766320,6320
05387,66321,"CORREGGIO AG.1",CORREGGIO,RE,0538766321,6321
05387,66330,AG.FABBRICO,FABBRICO,RE,0538766330,6330
05387,66390,"MONTECCHIO EMILIA","MONTECCHIO EMILIA",RE,0538766390,6390
05387,66400,AG.NOVELLARA,NOVELLARA,RE,0538766400,6400
05387,66420,"AG.QUATTRO CASTELLA","QUATTRO CASTELLA",RE,0538766420,6420
05387,66470,AG.RUBIERA,RUBIERA,,0538766470,6470
05387,66480,"AG.S.MARTINO IN RIO","S.MARTINO IN RIO",RE,0538766480,6480
05387,66490,"AG.S.POLO D'ENZA","S.POLO D'ENZA",,0538766490,6490
05387,66670,FIL.CAMPOGALLIANO,CAMPOGALLIANO,MO,0538766670,6670
05387,66690,"AG.CASTELFRANCO E.","CASTELFRANCO EMILIA",MO,0538766690,6690
05387,66692,FIL.PIUMAZZO,"CASTELFRANCO EMILIA",MO,0538766692,6692
05387,66700,"AG.CASTERNUOVO R.","CASTELNUOVO RANGONE",MO,0538766700,6700
05387,66710,"FIL.CA' DI SOLA",CASTELVETRO,MO,0538766710,6710
05387,66720,"FIL. CAVEZZO",CAVEZZO,MO,0538766720,6720
05387,66730,"AG.CONCORDIA D.SECCH",CONCORDIA,RE,0538766730,6730
05387,66740,AG.FANANO,FANANO,MO,0538766740,6740
05387,66750,"FIL.FINALE EMILIA","FINALE EMILIA",MO,0538766750,6750
05387,66761,"AG.FIORANO MODENESE","FIORANO MODENESE",MO,0538766761,6761
05387,66780,AG.CASINALBO,CASINALBO,MO,0538766780,6780
05387,66784,AG.FORMIGINE,FORMIGINE,MO,0538766784,6784
05387,66800,AG.GUIGLIA,GUIGLIA,MO,0538766800,6800
05387,66850,AG.MIRANDOLA,MIRANDOLA,MO,0538766850,6850
05387,66851,"AG.1 MIRANDOLA",MIRANDOLA,MO,0538766851,6851
05387,66880,AG.MONTESE,MONTESE,MO,0538766880,6880
05387,66890,AG.NONANTOLA,NONANTOLA,MO,0538766890,6890
05387,66920,AG.PAVULLO,MODENA,MO,0538766920,6920
05387,67020,"AG.SAVIGNANO SUL P.","SAVIGNANO SUL PANARO",MO,0538767020,7020
05387,67030,FIL.SERRAMAZZONI,MODENA,MO,0538767030,7030
05387,67062,AG.SPILAMBERTO,SPILAMBERTO,MO,0538767062,7062
05387,67070,FIL.VIGNOLA,VIGNOLA,MO,0538767070,7070
05387,67071,"VIGNOLA AGENZIA N.2",VIGNOLA,MO,0538767071,7071
05387,67075,"VIGNOLA-VIA MAZZINI",VIGNOLA,MO,0538767075,7075
05387,67080,"FILIALE DI ZOCCA",ZOCCA,MO,0538767080,7080
05387,67710,AG.BELLARIA,BELLARIA,RN,0538767710,7710
05387,67721,AG.BERTINORO,BERTINORO,,0538767721,7721
05387,67722,"AG.S.MARIA NUOVA",BERTINORO,FC,0538767722,7722
05387,67790,AG.FORLIMPOPOLI,FORLIMPOPOLI,FC,0538767790,7790
05387,67840,"AG.DI MELDOLA",MELDOLA,MO,0538767840,7840
05387,68050,AG.SAVIGNANO,"SAVIGNANO SUL RUBICO",FC,0538768050,8050
05387,76411,"SALA CONSILINA","SALA CONSILINA",SA,0538776411,7641
05387,99999,,NULL,NULL,99999,NULL
05390,02400,"AG.1 VIA EMILIA PONE",BOLOGNA,BO,0539002400,2400
05390,02402,"AG.N.2 BOLOGNA",BOLOGNA,BO,0539002402,2402
05390,02403,"BOLOGNA AG.N.3",BOLOGNA,BO,0539002403,2403
05390,02404,"BOLOGNA AG.N.6",BOLOGNA,BO,0539002404,2404
05390,03203,"VIA CHIRI",ROMA,RM,0539003203,3203
05390,14100,"SEDE DI AREZZO",AREZZO,AR,0539014100,4100
05390,23900,AG.CESENA,CESENA,FC,0539023900,3900
05390,36670,AG.CASALECCHIO,"CASALECCHIO DI RENO",BO,0539036670,6670
05390,38080,FIL.SCANDICCI,SCANDICCI,FI,0539038080,8080
05390,38173,"AG.VITOLINI VINCI",VINCI,FI,0539038173,8173
05390,38270,"AG. S.M.ANGELI","S.MARIA DEGLI ANGELI",PG,0539038270,8270
05390,38471,"AG. 1","GUALDO TADINO",PG,0539038471,8471
05390,39040,AG.CIVITAVECCHIA,CIVITAVECCHIA,RM,0539039040,9040
05398,80470,AG.TRICARICO,TRICARICO,MT,0539880470,0470
05418,36210,AG.NOALE,NOALE,VE,0541836210,6210
05418,59540,AG.LEGNAGO,LEGNAGO,VR,0541859540,9540
05418,59960,AG.VILLAFRANCA,VILLAFRANCA,VR,0541859960,9960
05418,60260,CASSOLA-BASSANO,CASSOLA,VI,0541860260,0260
05418,60690,AG.ROSA',ROSA',VI,0541860690,0690
05418,62520,AG.CITTADELLA,CITTADELLA,PD,0541862520,2520
05424,02401,"BOLOGNA VIA MAZZINI",BOLOGNA,BO,0542402401,2401
05424,04010,"SEDE DI BARI",BARI,BA,0542404010,4010
05424,41630,AG.PUTIGNANO,PUTIGNANO,BA,0542441630,1630
05428,01600,AG.MILANO,MILANO,MI,0542801600,1600
05428,02340,"FIL.DI CENTO",FERRARA,FE,0542802340,2340
05428,02400,"FIL.DI BOLOGNA",BOLOGNA,BO,0542802400,2400
05428,02401,"AG.VIA LOMBARDIA 7",BOLOGNA,BO,0542802401,2401
05428,03200,"SEDE DI ROMA",ROMA,RM,0542803200,3200
05428,03202,"FIL.ROMA PRATI FISC.",ROMA,RM,0542803202,3202
05428,03203,AG.V.DELL'AEROPORTO,ROMA,RM,0542803203,3203
05428,10808,"AG.VARESE BATTISTERO",VARESE,VA,0542810808,0808
05428,11111,AG.CLEMENTINA,BERGAMO,BG,0542811111,1111
05428,11501,"MN P.ZZA DE GASPERI",MANTOVA,MN,0542811501,1501
05428,11700,"VERONA VIA GALVANI 7",VERONA,VR,0542811700,1700
05428,23400,FIL.CENTO,CENTO,FE,0542823400,3400
05428,33731,"FIL.S.GIULIANO MILAN","S.GIULIANO MILANESE",MI,0542833731,3731
05428,37130,"AG.ZOLA PREDOSA","ZOLA PREDOSA",BO,0542837130,7130
05428,52520,"AG.ALZANO LOMBARDO","ALZANO LOMBARDO",BG,0542852520,2520
05428,53290,AG.BERGAMO,BERGAMO,BG,0542853290,3290
05437,01404,"AGENZIA Nø4",GENOVA,GE,0543701404,1404
05437,02400,AG.BOLOGNA,BOLOGNA,BO,0543702400,2400
05437,02402,"AG.2 VIA FIRENZE",BOLOGNA,BO,0543702402,2402
05437,03200,"AG.90 FOGGIA",FOGGIA,FG,0543703200,3200
05437,06651,AG.SCANDIANO,SCANDIANO,RE,0543706651,6651
05437,10700,"AG.LA SPEZIA","LA SPEZIA",SP,0543710700,0700
05437,11204,"AGENZIA 4",BRESCIA,BS,0543711204,1204
05437,12700,"SEDE DI PARMA",PARMA,PR,0543712700,2700
05437,12802,"REGGIO EMILIA AG.N.2","REGGIO EMILIA",RE,0543712802,2802
05437,12803,"AG.3 REGGIO EMILIA","REGGIO EMILIA",FE,0543712803,2803
05437,12804,"AG.454 REGGIO EMILIA","REGGIO EMILIA",RE,0543712804,2804
05437,12807,"RE - AGENZIA N.7","REGGIO EMILIA",RE,0543712807,2807
05437,12809,"RE AGENZIA N.13","REGGIO EMILIA",RE,0543712809,2809
05437,12810,"A.14 REGGIO EMILIA","REGGIO EMILIA",RE,0543712810,2810
05437,12811,"SEDE DI REGGIO EMILI","REGGIO EMILIA",RE,0543712811,2811
05437,12816,"RE AGENZIA N.10","REGGIO EMILIA",RE,0543712816,2816
05437,12818,AG.MASONE,MASONE,RE,0543712818,2818
05437,12900,"SEDE DI MODENA",MODENA,MO,0543712900,2900
05437,12902,"FIL.MODENA 1",MODENA,MO,0543712902,2902
05437,13000,"AG. VIA FORO BOARIO",FERRARA,FE,0543713000,3000
05437,13001,"AG.DI CITTA' Nø1",FERRARA,FE,0543713001,3001
05437,13200,AG.FORLI',FORLI',FC,0543713200,3200
05437,13300,"SEDE DI PESARO",PESARO,PS,0543713300,3300
05437,20300,AG.LODI,LODI,MI,0543720300,0300
05437,21000,"FILIALE DI IMOLA",BOLOGNA,BO,0543721000,1000
05437,23500,FIL.COMACCHIO,COMACCHIO,FE,0543723500,3500
05437,23900,AG.CESENA,CESENA,FC,0543723900,3900
05437,24200,AG.RIMINI,RIMINI,RN,0543724200,4200
05437,58040,AG.VIRGILIO,VIRGILIO,MN,0543758040,8040
05437,59540,AG.LEGNAGO,LEGNAGO,VR,0543759540,9540
05437,66130,AG.ALBINEA,"REGGIO EMILIA",RE,0543766130,6130
05437,66200,"AG.CADELBOSCO DI SOP","CADELBOSCO DI SOPRA",RE,0543766200,6200
05437,66320,AG.CORREGGIO,CORREGGIO,RE,0543766320,6320
05437,66470,"FIL.DI RUBIERA",RUBIERA,RE,0543766470,6470
05437,66500,"AG.SANT'ILARIO D'ENZ","SANT'ILARIO D'ENZA",RE,0543766500,6500
05437,66510,"BIPOP AG.Scandiano",SCANDIANO,RE,0543766510,6510
05437,66511,AG.ARCETO-SCANDIANO,SCANDIANO,RE,0543766511,6511
05548,50240,AG.GALLARATE,GALLARATE,PV,0554850240,0240
05550,77860,"AG.S.VITO CHIETINO","S.VITO CHIETINO",CH,0555077860,7860
05572,60510,"FIL.MASON VICENTINO","MASON VICENTINO",VI,0557260510,0510
05584,00000,,NULL,NULL,00000,NULL
05584,01601,"AG.1 MILANO",MILANO,MI,0558401601,1601
05584,01604,"AG.C.SO BUENOS AIRES",MILANO,MI,0558401604,1604
05584,01606,"AG.MI VIA D'ACQUISTO",MILANO,MI,0558401606,1606
05584,01609,"AG.C.SO BUENOS AIRES",MILANO,MI,0558401609,1609
05584,01749,"AG.N.599 MILANO",MILANO,MI,0558401749,1749
05584,01795,"MILANO WEBANK",MILANO,MI,0558401795,1795
05584,01799,"AG.WEBANK 1099",MILANO,MI,0558401799,1799
05584,02401,"SEDE DI BOLOGNA",BOLOGNA,BO,0558402401,2401
05584,02402,"AG.UFFICIO CAMBIO",BOLOGNA,BO,0558402402,2402
05584,02403,"AG.VIA AMENDOLA",BOLOGNA,BO,0558402403,2403
05584,02404,"AG.VIA SAN VITALE",BOLOGNA,BO,0558402404,2404
05584,02405,"AG.VIA E.PONENTE",BOLOGNA,BO,0558402405,2405
05584,02406,"AG.VIA MARCONI",BOLOGNA,BO,0558402406,2406
05584,02407,"AG.VIA AUGUSTO RIGHI",BOLOGNA,BO,0558402407,2407
05584,02409,"AG.VIA GUERRAZZI",BOLOGNA,BO,0558402409,2409
05584,02412,"AG.VIA CORTICELLA",BOLOGNA,BO,0558402412,2412
05584,02415,"AG.VIA TOSCANA",BOLOGNA,BO,0558402415,2415
05584,02416,"AG.VIA O.GUERRINI 2",BOLOGNA,BO,0558402416,2416
05584,02417,"AG.VIA MASSARENTI",BOLOGNA,BO,0558402417,2417
05584,02418,"AG.VIA DEGLI ORTI 5",BOLOGNA,BO,0558402418,2418
05584,02420,"FIL.VIA E.LEVANTE",BOLOGNA,BO,0558402420,2420
05584,02421,"AG.VIA MATTEI",BOLOGNA,BO,0558402421,2421
05584,02422,"AG.VIA FERRARESE",BOLOGNA,BO,0558402422,2422
05584,02423,"BOLOGNA VIA FIRENZE",BOLOGNA,BO,0558402423,2423
05584,02424,FIL.MAZZINI,BOLOGNA,BO,0558402424,2424
05584,03201,"VIA VITTORIO VENETO",ROMA,RM,0558403201,3201
05584,03205,"SEDE DI ROMA",ROMA,RM,0558403205,3205
05584,03208,FIL.GARIGLIANO,ROMA,RM,0558403208,3208
05584,03398,"AG.N.374 ROMA",ROMA,RM,0558403398,3398
05584,05403,CRESPELLANO,VALSAMOGGIA,BO,0558405403,5403
05584,11200,"FILIALE DI BRESCIA",BRESCIA,BS,0558411200,1200
05584,11700,"FIL.165 VERONA",VERONA,VR,0558411700,1700
05584,12800,"AG.REGGIO EMILIA","REGGIO EMILIA",RE,0558412800,2800
05584,12900,"AG.VIA EMILIA EST 31",MODENA,MO,0558412900,2900
05584,13010,"SEDE DI FERRARA",FERRARA,FE,0558413010,3010
05584,13019,"AG.V.BOLOGNA FERRARA",FERRARA,FE,0558413019,3019
05584,13200,"FIL.237 FORLI'",FORLI',FC,0558413200,3200
05584,20400,AG.MONZA,MONZA,MI,0558420400,0400
05584,20401,"AG.122 MONZA",MONZA,MI,0558420401,0401
05584,20602,"AG.SEGRATE S.FELICE",SEGRATE,MI,0558420602,0602
05584,21902,"AG.S.MARIA DELLA MOL",MARINO,RM,0558421902,1902
05584,23400,AG.CENTO,CENTO,FE,0558423400,3400
05584,32880,"AG.CERNUSCO SUL N.","CERNUSCO SUL NAVIGLI",MI,0558432880,2880
05584,32990,"AG.163 CORBETTA",CORBETTA,MI,0558432990,2990
05584,33481,"AG.69 OPERA NOVERASC",OPERA,MI,0558433481,3481
05584,33732,FIL.533,MILANO,MI,0558433732,3732
05584,33840,FIL.SEREGNO,SEREGNO,MI,0558433840,3840
05584,36620,AG.BENTIVOGLIO,BENTIVOGLIO,BO,0558436620,6620
05584,36670,"AG.CASALECCHIO DI R.","CASALECCHIO DI RENO",BO,0558436670,6670
05584,36671,"AG.CASALECCHIO DI R.","CASALECCHIO DI RENO",BO,0558436671,6671
05584,36780,AG.MUFFA,CRESPELLANO,BO,0558436780,6780
05584,36850,AG.CADRIANO,CADRIANO,BO,0558436850,6850
05584,36880,AG.ALTEDO,MALALBERGO,BO,0558436880,6880
05584,37070,"AG.S.LAZZARO DI S.","S.LAZZARO DI SAVENA",BO,0558437070,7070
05584,37130,"AG.ZOLA PREDOSA","ZOLA PREDOSA",BO,0558437130,7130
05584,50840,"AG.427 DI ALBESE",COMO,CO,0558450840,0840
05584,67170,AG.ARGENTA,ARGENTA,FE,0558467170,7170
05584,78260,AG.ACCADIA,ACCADIA,FG,0558478260,8260
05584,78470,FIL.MATTINATA,MATTINATA,FG,0558478470,8470
05608,01612,"AG.MI 12 AZIMUT",MILANO,MI,0560801612,1612
05608,02400,"SEDE DI BOLOGNA",BOLOGNA,BO,0560802400,2400
05608,02401,"AG.VIA CALORI",BOLOGNA,BO,0560802401,2401
05608,03206,"VIA D.DAUA",ROMA,RM,0560803206,3206
05608,03404,"FILIALE 5 DI NAPOLI",NAPOLI,NA,0560803404,3404
05608,03408,AG.NAPOLI,NAPOLI,NA,0560803408,3408
05608,11701,"AG.VERONA N.1",VERONA,VR,0560811701,1701
05608,14400,FIL.TERNI,TERNI,TR,0560814400,4400
05608,15000,AG.BENEVENTO,BENEVENTO,BN,0560815000,5000
05608,36990,"FIL.OZZANO EMILIA","OZZANO EMILIA",BO,0560836990,6990
05608,39040,AG.CIVITAVECCHIA,CIVITAVECCHIA,RM,0560839040,9040
05608,44310,AG.BORGOSESIA,VERCELLI,VC,0560844310,4310
05608,67070,AG.VIGNOLA,MODENA,MO,0560867070,7070
05608,84230,"AG.SANT'AGATA LI BAT",CATANIA,CT,0560884230,4230
05616,36030,AG.CAVARZERE,CAVARZERE,VE,0561636030,6030
05616,62670,AG.MONTAGNANA,MONTAGNANA,PD,0561662670,2670
05630,01600,"SEDE DI MILANO",MILANO,MI,0563001600,1600
05630,20301,"AG.N.1 LODI",LODI,MI,0563020301,0301
05640,13001,AG.FERRARA,FERRARA,FE,0564013001,3001
05640,13100,AG.RAVENNA,RAVENNA,RA,0564013100,3100
05640,13102,"SEDE RAVENNA",RAVENNA,RA,0564013102,3102
05640,13103,AG.MEZZANO,MEZZANO,RA,0564013103,3103
05640,13104,AG.PIANGIPANE,PIANGIPANE,RA,0564013104,3104
05640,13107,FIL.SAVIO,RAVENNA,RA,0564013107,3107
05640,13108,"AG.S.ROCCO P.TA NUOV",RAVENNA,RA,0564013108,3108
05640,13109,"AG.B RAVENNA",RAVENNA,RA,0564013109,3109
05640,13110,"AG.C PONTENUOVO",RAVENNA,RA,0564013110,3110
05640,13111,"FIL.PUNTA MARINA",RAVENNA,RA,0564013111,3111
05640,13112,"AG.PORTO FUORI",RAVENNA,RA,0564013112,3112
05640,13114,"AG.PORTO CORSINI","PORTO CORSINI",RA,0564013114,3114
05640,13199,AG.DARSENA,RAVENNA,RA,0564013199,3199
05640,23500,"FIL.PORTO GARIBALDI","PORTO GARIBALDI",FE,0564023500,3500
05640,23606,"AG.MILANO MARITTIMA","MILANO MARITTIMA",RA,0564023606,3606
05640,23700,"FAENZA FIL.A",FAENZA,RA,0564023700,3700
05640,23724,"AGENZ.""B""FENZA",FAENZA,RA,0564023724,3724
05640,23900,AG.CESENA,CESENA,FC,0564023900,3900
05640,67170,"VIA GARIBALDI",ARGENTA,FE,0564067170,7170
05640,67200,AG.CODIGORO,CODIGORO,FE,0564067200,7200
